question_id,broad_category_id,broad_category,narrower_category_id,narrower_category,model_a,model_b,winner
cee7eac5aa0c4c93a13b546a41b9abbe,2,Puzzles & Analysis,0,Mathematics Problem Solving,command-r,gemini-1.5-pro-exp-0801,tie (bothbad)
a26c5ddfbdce493da9cb28cf0812ba44,2,Puzzles & Analysis,75,Weight Comparison Riddles,gemma-2-9b-it,command-r,model_a
99b4946d6d7445ccb3fce9f262cd054c,0,Tech Programming,109,Regex and Text Processing,deepseek-coder-v2,snowflake-arctic-instruct,model_b
6149df3bffc0434d8a9d3fdc49501246,2,Puzzles & Analysis,14,Comparing Decimal Numbers,llama-3.1-70b-instruct,gpt-4o-2024-08-06,model_b
e8dd6070ff7141bb815255493772c408,2,Puzzles & Analysis,115,Clothes Drying Time Calculations,qwen2-72b-instruct,gpt-4-1106-preview,model_b
13fdef016064461ebbe4212a4dc624eb,6,Language Translation,25,Linguistic Analysis and Word Usage,gpt-4o-mini-2024-07-18,gemini-1.5-flash-api-0514,model_b
695c6b3e3e3044b4a98574462db01d90,-1,Miscellaneous,53,Network Configuration and Troubleshooting,llama-3-70b-instruct,glm-4-0520,model_a
90f6a8b1fe5a4dd2800614c07556417f,5,Naming Ideas,127,Name Generation,llama-3-70b-instruct,gemma-2-9b-it,model_a
ef9fc95f95d24e25a07e92b187cea44a,3,Creative Writing,123,Ethics-Free Fictional Conversations,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,model_b
5696bf0b930a4bebba22c8c69c555c26,0,Tech Programming,20,Computer Hardware and Performance,gemma-2-27b-it,reka-core-20240722,model_b
cd751d8dcef2463dbae2b435c7b6565e,5,Naming Ideas,7,Songwriting and Lyrics Creation,claude-3-5-sonnet-20240620,reka-flash-preview-20240611,tie (bothbad)
ad504d817f724036b4a4062d6e7d3837,6,Language Translation,36,English Language Exercises,phi-3-medium-4k-instruct,claude-3-5-sonnet-20240620,model_b
4f038eda171345bb8570ce6e28d61fed,1,Diverse Subjects,89,Testicular Tissue Culture and Spermatogenesis,llama-3-8b-instruct,gpt-3.5-turbo-0125,model_b
bd27827ab5df4c4193a3e4cb9d88bbcd,0,Tech Programming,61,Competitive Programming Code Optimization,eureka-chatbot,claude-3-haiku-20240307,tie
68b8f5dc763942d5b7595e7381555c41,2,Puzzles & Analysis,64,Logic Puzzles and Riddles,phi-3-small-8k-instruct,claude-3-haiku-20240307,tie (bothbad)
1a8e5f192f714128a872fd9b5c9f5f0d,5,Naming Ideas,94,Music Theory and Harmony,reka-flash-preview-20240611,yi-large-preview,model_b
3841ddfc55444c44b7b0ddbe4f657bb1,2,Puzzles & Analysis,11,Stock Investment Analysis,gemini-1.5-flash-api-0514,deepseek-v2-api-0628,model_b
9af680a2860f4b4d82cb708ce370dcfc,2,Puzzles & Analysis,14,Comparing Decimal Numbers,gemma-2-27b-it,gemma-2-9b-it,model_a
2ce51d179d304564aa3fb43f58bda06e,5,Naming Ideas,7,Songwriting and Lyrics Creation,gemini-1.5-pro-api-0514,claude-3-5-sonnet-20240620,model_b
958d7cfd2d0247d493d2d654acaf624a,1,Diverse Subjects,3,Medical Conditions and Treatments,deepseek-coder-v2,llama-3-8b-instruct,model_b
d2c08ed1c66846c49195a048e4f59f67,-1,Miscellaneous,8,Joke Requests,llama-3.1-70b-instruct,llama-3.1-8b-instruct,model_a
84ea70a4d06a46b4bd2ddc49393814ba,0,Tech Programming,42,Electrical Engineering Queries,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,tie (bothbad)
fea69dfb2062475bb094eb7eaccfb9eb,1,Diverse Subjects,1,Professional Communication and Career Development,gpt-3.5-turbo-0125,gpt-4o-mini-2024-07-18,model_b
da857d035f0d4538938655419074799d,2,Puzzles & Analysis,34,Quantum Physics Simplified,gemma-2-9b-it,llama-3-70b-instruct,tie (bothbad)
49f2ec68646a40ada514f444e36baca1,1,Diverse Subjects,1,Professional Communication and Career Development,athene-70b-0725,mixtral-8x22b-instruct-v0.1,model_a
5bbc5937b7e84a1cab755dba7a574ac2,1,Diverse Subjects,88,Personal Finance Strategies,llama-3.1-8b-instruct,gemini-1.5-flash-api-0514,model_b
0b6b98a45f62442f8172c04971a656c1,0,Tech Programming,20,Computer Hardware and Performance,qwen2-72b-instruct,llama-3-70b-instruct,tie
64dce0dd70dc43a2bcd2f77290d47ad2,1,Diverse Subjects,77,Education and Academic Planning,gemma-2-9b-it,llama-3-70b-instruct,model_b
910d80b2a1a84ea090b2f38c38865daf,2,Puzzles & Analysis,0,Mathematics Problem Solving,llama-3.1-8b-instruct,deepseek-v2-api-0628,model_b
31a0539495dd457d9e3232a3002bd4d8,-1,Miscellaneous,53,Network Configuration and Troubleshooting,athene-70b-0725,gpt-4o-2024-08-06,model_b
48bcfe2d1d7343b4ba8b309498b812dd,0,Tech Programming,79,Rust Programming Challenges,gemma-2-27b-it,athene-70b-0725,model_a
57d50a82186a422ba20d62ec33e9a580,4,AI Systems,29,AI Prompt Engineering and Task Management,deepseek-coder-v2,claude-3-5-sonnet-20240620,tie
d937f267fd474dcca9c4423b6ac73a12,4,AI Systems,2,Deep Learning and Neural Networks,gemini-1.5-flash-api-0514,claude-3-opus-20240229,model_a
c10784d67fde4070ad9ce5553dc67b55,3,Creative Writing,56,Anime Comedy and Ecchi Dialogues,chatgpt-4o-latest,deepseek-v2-api-0628,model_a
e7a535acf7884ccf889c9841505d3baf,4,AI Systems,26,AI Consciousness and Ethics,gemma-2-27b-it,deepseek-coder-v2-0724,model_b
2995a6ed1f774ec192ab3aac2c222bef,-1,Miscellaneous,5,Letter Counting in Words,llama-3.1-405b-instruct,mistral-large-2407,tie
a191774a8b274d3abec63aa4ea438809,7,Information Queries,16,Travel and Geography Queries,reka-flash-20240722,llama-3.1-8b-instruct,tie
5bdcca08c70946999bcf9f1268b167bf,4,AI Systems,2,Deep Learning and Neural Networks,command-r,gemini-1.5-flash-api-0514,model_b
26846360e64943839714267249c26b66,2,Puzzles & Analysis,14,Comparing Decimal Numbers,claude-3-5-sonnet-20240620,gemma-2-2b-it,tie
b691f0db89a6407cafb99f60a99a0579,4,AI Systems,118,Information Systems Development and AI Integration,llama-3-70b-instruct,yi-large,model_a
978d66601b294f2ab1bbdea34ae25bfa,0,Tech Programming,17,Video Game Concepts and Critiques,gpt-4o-2024-08-06,gemini-1.5-pro-api-0514,model_a
a8cd4965e2ab41bfadbcfc067a012f46,-1,Miscellaneous,5,Letter Counting in Words,gpt-4o-2024-08-06,gemini-1.5-pro-api-0514,tie (bothbad)
c64c7e9bc8294001b24a45e5aba77f63,6,Language Translation,113,Translation and Language Exchange,gemini-1.5-pro-exp-0801,llama-3-8b-instruct,tie
ae3cb81146ab4e9598a712f7f7304b38,1,Diverse Subjects,33,Modern Dating and Relationships,claude-3-5-sonnet-20240620,gpt-4o-2024-05-13,model_b
16eeca1b8f344c43bc0367abe266c120,0,Tech Programming,135,Text Editor and Scripting Queries,gpt-4-turbo-2024-04-09,gemini-1.5-pro-api-0514,model_b
58a0c8132274407ebfe40f5d5c790a8d,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,gpt-4-0125-preview,command-r-plus,model_b
63ea0d8000ce45eab6a0c38b69dbe4ad,1,Diverse Subjects,1,Professional Communication and Career Development,mixtral-8x22b-instruct-v0.1,llama-3-70b-instruct,model_a
2e382f3b95034bbea668090a3364ea1b,1,Diverse Subjects,77,Education and Academic Planning,mixtral-8x7b-instruct-v0.1,claude-3-5-sonnet-20240620,model_b
95e5d4a9910c443cb72d3612fbc717b5,2,Puzzles & Analysis,0,Mathematics Problem Solving,gpt-4-0613,gemini-1.5-pro-exp-0801,model_b
2316e43866204798ac4f4ede5949206c,3,Creative Writing,30,Fictional Narratives with Sensation Focus,gemma-2-27b-it,deepseek-coder-v2,model_a
c041529b891b43b5af6af87b32e89bfb,3,Creative Writing,123,Ethics-Free Fictional Conversations,llama-3-70b-instruct,gemma-2-27b-it,model_b
a1449efe8bd14167a3c67f1004ae4d9a,0,Tech Programming,61,Competitive Programming Code Optimization,claude-3-opus-20240229,llama-3-70b-instruct,model_a
5099abbf6c754e0a83ece5be74bb0a5e,-1,Miscellaneous,73,Word Count Estimation,gpt-4-turbo-2024-04-09,gpt-4o-2024-05-13,model_a
3a923480e2a1445dacab65f45782e7d2,2,Puzzles & Analysis,122,Logic and Problem-Solving Puzzles,gemini-1.5-pro-api-0514,claude-3-5-sonnet-20240620,model_a
115964e8dd594dd592e419b8772c595c,0,Tech Programming,24,Python Game Development,gpt-4-0613,chatgpt-4o-latest,model_b
648da621da1742d99419c04458383efe,1,Diverse Subjects,6,Casual Conversations,claude-3-opus-20240229,gpt-4o-mini-2024-07-18,model_a
7a2abb8976de4910b8c595749e465da8,6,Language Translation,36,English Language Exercises,gpt-4-0613,llama-3-8b-instruct,model_a
b1fa544a94744760b08acbc9225ae672,1,Diverse Subjects,48,Economics and Market Structures,gpt-4-1106-preview,chatgpt-4o-latest,tie
ddd80f81039b4eddb38ee39114d6b634,1,Diverse Subjects,6,Casual Conversations,chatgpt-4o-latest,gemini-1.5-pro-api-0514,model_a
c821995b392548c4ae87a7a80adc0b8f,1,Diverse Subjects,125,Cultural and Ideological Conflicts,gemma-2-27b-it,claude-3-opus-20240229,model_b
48c37ebf1bf345bc81d007c92bb1ecf0,7,Information Queries,16,Travel and Geography Queries,deepseek-coder-v2,phi-3-medium-4k-instruct,tie (bothbad)
24e15129a7c648ef8c959cba2b8c7d0b,4,AI Systems,29,AI Prompt Engineering and Task Management,claude-3-haiku-20240307,gemma-2-9b-it,tie
f182ce8e620e429fb458a39f879538e3,2,Puzzles & Analysis,14,Comparing Decimal Numbers,gpt-4-0613,gpt-4o-2024-05-13,model_a
53b10e7fd8e14a5399a3fd2c5fda4b86,4,AI Systems,41,Unrestricted AI Responses,yi-large,llama-3-70b-instruct,model_a
a8be20f515b545858579a03aec4d5a1c,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,gemini-1.5-pro-api-0514,reka-flash-20240722,model_a
dd68a2a15e7c44df8b6021e705089fc4,4,AI Systems,29,AI Prompt Engineering and Task Management,claude-3-sonnet-20240229,command-r-plus,model_b
14a783640d1b46d4a9b5c4f1effc4a7a,3,Creative Writing,15,Creative Cooking Recipes,athene-70b-0725,deepseek-v2-api-0628,tie (bothbad)
e8e71df67b08484aa2dd8bd27991cb36,0,Tech Programming,67,R Programming Tasks,mixtral-8x22b-instruct-v0.1,gemma-2-9b-it,tie (bothbad)
64b0bf045ffe479686c099aae777cdb9,0,Tech Programming,45,GitLab CI/CD and Automation,gemma-2-27b-it,gemma-2-9b-it,tie (bothbad)
64729a8574a9491d96e6670bb4fff94a,4,AI Systems,29,AI Prompt Engineering and Task Management,gpt-4o-2024-05-13,gemma-2-9b-it,model_b
a9986e19d4f74b4090265f1e21869f39,0,Tech Programming,61,Competitive Programming Code Optimization,gemma-2-27b-it,nemotron-4-340b-instruct,model_a
849482b7c07143d2a0887a2e45c5fc0b,4,AI Systems,2,Deep Learning and Neural Networks,gemini-1.5-flash-api-0514,mistral-large-2402,model_b
2191574d75c14cbba5d3cf489ed65c5c,0,Tech Programming,13,SQL Query Troubleshooting,claude-3-5-sonnet-20240620,llama-3.1-8b-instruct,tie
824ebbcce83543ccb18c0688ac367c0a,0,Tech Programming,70,Backend Development Guide,llama-3.1-70b-instruct,gpt-3.5-turbo-0125,model_b
781075f52c7e4744930eb66bac256fb5,1,Diverse Subjects,6,Casual Conversations,llama-3-70b-instruct,deepseek-coder-v2,model_a
4a391c01f85d46bfb52046e9a6c678f4,0,Tech Programming,109,Regex and Text Processing,llama-3-70b-instruct,llama-3-8b-instruct,model_a
aa0627b8789146f8b288a326c484bf84,1,Diverse Subjects,1,Professional Communication and Career Development,gemma-2-9b-it,gpt-4-1106-preview,model_b
1840b7d387274c01bc7ed2538eddff0e,4,AI Systems,2,Deep Learning and Neural Networks,llama-3-70b-instruct,reka-flash-20240722,model_b
8178d8ca08a74cf3bdd5eb928d6fca2f,0,Tech Programming,17,Video Game Concepts and Critiques,athene-70b-0725,gpt-4o-2024-08-06,model_a
17c1d91ed71b4bff9eebb2856e6fad24,7,Information Queries,119,Movie Inquiries and Recommendations,gemma-2-9b-it,gpt-4o-2024-05-13,tie
cf1b6c0c4c9c49ce96d2c2affb953a80,0,Tech Programming,120,Programming and Code Debugging,gpt-4o-2024-05-13,gemini-1.5-pro-api-0514,tie
919382b41a9a4de8bb3abc29e12fb854,2,Puzzles & Analysis,76,Chemistry Problem Solving,gemma-2-27b-it,reka-flash-20240722,model_a
9a7a6ede48194457ad999ec92f90baac,1,Diverse Subjects,10,US Presidential Elections,claude-3-5-sonnet-20240620,llama-3.1-405b-instruct,model_a
3e86b102b8ce427a9b686af5c8a1bb37,8,Philosophical Ethics,18,Philosophical Inquiry and Ethics,gemma-2-2b-it,mixtral-8x22b-instruct-v0.1,tie
eeb0dc63c8ee4deeb4127d5d07935f09,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,claude-3-opus-20240229,gemini-1.5-pro-api-0514,tie
99ec85d8a14647ce8dcc3a54973e3fec,4,AI Systems,26,AI Consciousness and Ethics,llama-3-70b-instruct,gpt-4-0613,model_b
363dcc552b70411e9cb85bb727442c38,5,Naming Ideas,127,Name Generation,glm-4-0520,llama-3-8b-instruct,model_a
ceecf033870c4d369bd9b164433b7f19,1,Diverse Subjects,1,Professional Communication and Career Development,gpt-4o-2024-05-13,llama-3-8b-instruct,model_a
bedde29e63714a9ba51f1fe67afacdc7,3,Creative Writing,-1,Miscellaneous Categories,llama-3-8b-instruct,gemma-2-2b-it,model_b
6d5fc7b6b1e948a48feaae44ccedba22,5,Naming Ideas,7,Songwriting and Lyrics Creation,gemini-1.5-pro-exp-0801,gemini-1.5-pro-api-0514,tie (bothbad)
ddb433eea7664e23aac3c5de602db255,5,Naming Ideas,7,Songwriting and Lyrics Creation,gemma-2-27b-it,phi-3-mini-4k-instruct-june-2024,model_b
a44854db77754a6fb2cf16bdaf413911,6,Language Translation,36,English Language Exercises,qwen2-72b-instruct,nemotron-4-340b-instruct,tie
30b7f3c4f6da4d178fb95bd2caf64525,3,Creative Writing,123,Ethics-Free Fictional Conversations,gemini-1.5-flash-api-0514,gpt-4o-2024-05-13,model_b
0b307466306847ce960141d2cff0066c,4,AI Systems,26,AI Consciousness and Ethics,gemini-1.5-pro-api-0514,llama-3-8b-instruct,tie
51df91828fa34a0a8d211154154548af,1,Diverse Subjects,50,International Sports Analysis,llama-3-70b-instruct,athene-70b-0725,model_a
63db280410694d4892d0d933e3e0006e,0,Tech Programming,12,Python Data Visualization,phi-3-mini-4k-instruct-june-2024,claude-3-5-sonnet-20240620,tie (bothbad)
73bf2cb5abad4fa69037d6a78b3c43ed,2,Puzzles & Analysis,0,Mathematics Problem Solving,mixtral-8x22b-instruct-v0.1,claude-3-sonnet-20240229,model_b
c208fbb266a247ab9c686370945290ee,0,Tech Programming,24,Python Game Development,gpt-4o-2024-08-06,gemma-2-2b-it,tie (bothbad)
f626909ef33440048a11a2882bfe8e42,6,Language Translation,51,Vietnamese Translation Requests,gpt-4o-2024-05-13,claude-3-5-sonnet-20240620,model_a
5637de6666f049f3bcc917d3bb4d0dd7,1,Diverse Subjects,86,International and Comparative Law,gpt-4-turbo-2024-04-09,gemini-1.5-pro-exp-0801,model_a
612f259bd63a40929803472bdf55a2fe,8,Philosophical Ethics,82,Biblical Interpretation and Analysis,llama-3-70b-instruct,claude-3-sonnet-20240229,tie
19d5cda1f32641ebb1384fa85cd9fccd,4,AI Systems,57,AI Art Critique Dialogues,gpt-4-1106-preview,llama-3-70b-instruct,model_a
a8d3520325ce4151ac144c9f8e0c5646,-1,Miscellaneous,5,Letter Counting in Words,llama-3.1-8b-instruct,gemma-2-27b-it,tie (bothbad)
29c1e07301244809ad8612b61c810439,0,Tech Programming,59,Python JSON Handling,llama-3-8b-instruct,command-r-plus,model_b
1569958c8c15494ba40aa2ce4fe71047,2,Puzzles & Analysis,0,Mathematics Problem Solving,claude-3-opus-20240229,gemma-2-27b-it,tie (bothbad)
23a61bddb2cd4f17a46d5dc6fb2616f9,0,Tech Programming,132,True or False Questions,deepseek-coder-v2,gemini-1.5-flash-api-0514,model_b
79f66f9b73694333832b0f78199e4a7f,0,Tech Programming,27,C/C++ Programming Concepts,llama-3-70b-instruct,claude-3-5-sonnet-20240620,model_a
60bde13c28614dae845d464c40ef4ad0,3,Creative Writing,81,Thriller and Horror Story Ideas,claude-3-haiku-20240307,llama-3-8b-instruct,tie (bothbad)
690e34f032ca46f2adfe04cd95576570,0,Tech Programming,132,True or False Questions,gemma-2-9b-it,gemini-1.5-flash-api-0514,tie
05e06baa1acc45ac86a30a009a47c1b1,7,Information Queries,119,Movie Inquiries and Recommendations,llama-3.1-70b-instruct,gemini-1.5-flash-api-0514,model_a
5bc7f728e9614384b06691bbaac01d6e,1,Diverse Subjects,28,Pets and Animal Care,llama-3-70b-instruct,deepseek-v2-api-0628,model_b
6a1ee9eaf5a448f58fe6de6a340a3144,6,Language Translation,25,Linguistic Analysis and Word Usage,llama-3.1-70b-instruct,gpt-4o-2024-08-06,model_a
d00eb54af7f3469986b63b17c190831d,5,Naming Ideas,127,Name Generation,gemma-2-27b-it,llama-3-70b-instruct,model_b
87a9b1b63bf04cad98dbd54b76f6a888,0,Tech Programming,17,Video Game Concepts and Critiques,gemini-1.5-pro-api-0514,yi-large-preview,model_a
e9f056b3945b497f87f5b19ea860051d,1,Diverse Subjects,89,Testicular Tissue Culture and Spermatogenesis,llama-3.1-8b-instruct,gemma-2-9b-it-simpo,model_a
81707418e5d54a0cb80f3bfa44b259e1,1,Diverse Subjects,6,Casual Conversations,phi-3-medium-4k-instruct,gemma-2-2b-it,tie
bd482c9f24dd48ba82068bf91f28fa38,2,Puzzles & Analysis,37,Crossword and Word Puzzles,claude-3-haiku-20240307,llama-3.1-405b-instruct,model_b
98e8cad2017a4921bc784ec543dcb51a,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,command-r-plus,gemma-2-2b-it,model_b
519bbb0f98f04fb8a5f4d4d4b3d19629,-1,Miscellaneous,31,Sentence Construction Challenges,gpt-4-0613,gpt-3.5-turbo-0125,tie (bothbad)
db056d992d624bc99e7da51809429dd7,0,Tech Programming,13,SQL Query Troubleshooting,nemotron-4-340b-instruct,yi-1.5-34b-chat,model_a
b218b0dcdd5a44d18507962dabc1e344,7,Information Queries,119,Movie Inquiries and Recommendations,phi-3-medium-4k-instruct,yi-1.5-34b-chat,model_a
85ab3373a3c04200acb24745aaf02dde,2,Puzzles & Analysis,0,Mathematics Problem Solving,gemma-2-27b-it,claude-3-haiku-20240307,model_a
637f455523b74cd29ff42defa49fbe5f,0,Tech Programming,110,Text Copying Instructions,llama-3-70b-instruct,gpt-4o-mini-2024-07-18,tie
4618f9eddc9d4604a2a50bc8958494c6,2,Puzzles & Analysis,0,Mathematics Problem Solving,phi-3-medium-4k-instruct,reka-flash-20240722,model_b
aa02de7a14694bcea316e41ee87c849f,0,Tech Programming,83,SVG Image Creation,gemma-2-27b-it,gemma-2-9b-it,model_b
85970468f04f454ca2fefacb44dbdedb,0,Tech Programming,120,Programming and Code Debugging,reka-core-20240722,llama-3.1-405b-instruct,tie (bothbad)
f705ae99f4e74e8a895d1d964f432184,1,Diverse Subjects,33,Modern Dating and Relationships,mixtral-8x22b-instruct-v0.1,gpt-4o-2024-05-13,model_b
2e9083e0c9a2495b96080130bdd58c36,0,Tech Programming,12,Python Data Visualization,gemini-1.5-pro-api-0514,reka-core-20240501,model_b
96855920397d434da9e75498c572a903,1,Diverse Subjects,47,Scientific and Academic Writing Assistance,deepseek-coder-v2,dbrx-next,model_a
1fdff567e6344421bccbd31d1167dbb8,6,Language Translation,25,Linguistic Analysis and Word Usage,gpt-4-turbo-2024-04-09,phi-3-mini-4k-instruct-june-2024,model_a
17a6ff74dded4ba081782d0096d79fce,-1,Miscellaneous,53,Network Configuration and Troubleshooting,athene-70b-0725,gemma-2-2b-it,model_a
e3f43758f01e4d3b8e82e2752928914b,0,Tech Programming,83,SVG Image Creation,dbrx-next,dbrx-instruct-preview,tie (bothbad)
81739f36e57d432a82502eb756706ada,0,Tech Programming,22,Linux System Configuration Issues,gemma-2-9b-it,glm-4-0520,model_a
00937541978b4b9f95bb5a6ec542d58b,2,Puzzles & Analysis,0,Mathematics Problem Solving,claude-3-5-sonnet-20240620,gpt-4o-2024-05-13,tie
c5d2433f2a674bb8b63f47e1b0756d29,1,Diverse Subjects,1,Professional Communication and Career Development,gemini-1.5-flash-api-0514,gemini-1.5-pro-exp-0801,model_a
1dd4e65b1f074f4083fdf1ed9bf2b81b,-1,Miscellaneous,84,Magic and Spell Analysis,phi-3-medium-4k-instruct,llama-3-70b-instruct,tie (bothbad)
777ad035155c407093c03fca4f9c8275,6,Language Translation,25,Linguistic Analysis and Word Usage,reka-core-20240501,llama-3-8b-instruct,model_b
dcf268f831e340d8aa883c0afadbce44,2,Puzzles & Analysis,49,Chess Strategy and Analysis,llama-3.1-405b-instruct,phi-3-mini-4k-instruct-june-2024,model_a
494e8e6fbaf4401b949a170d8a649e5a,2,Puzzles & Analysis,75,Weight Comparison Riddles,gpt-4-0613,gemma-2-2b-it,model_a
7f2361a56995487baa840f2c82c20f58,1,Diverse Subjects,3,Medical Conditions and Treatments,mistral-large-2402,eureka-chatbot,tie (bothbad)
f7790510323f40759584b5a20b42a35f,-1,Miscellaneous,8,Joke Requests,reka-flash-20240722,gpt-4o-2024-05-13,tie
3f2cae83d7c34c47a2b7abfb1ead910a,0,Tech Programming,39,Java Programming Techniques,claude-3-haiku-20240307,deepseek-v2-api-0628,tie (bothbad)
a4dd83e42ed942af90ade72f90ccd38a,2,Puzzles & Analysis,46,Object Movement and Positioning,phi-3-mini-4k-instruct-june-2024,athene-70b-0725,tie (bothbad)
40a9c4f169774d3b86896ee8e8daf53b,1,Diverse Subjects,3,Medical Conditions and Treatments,phi-3-mini-4k-instruct-june-2024,llama-3-70b-instruct,model_b
e4d4f7c3d7344ed68eed617d37b0ada4,8,Philosophical Ethics,43,Ethical Dilemmas,athene-70b-0725,chatgpt-4o-latest,tie
36557349c5004d3ea91e4e8f7e1b75ef,2,Puzzles & Analysis,49,Chess Strategy and Analysis,gemini-1.5-flash-api-0514,chatgpt-4o-latest,model_a
be0ddc07fc7646f1b9d16dbaea9c2209,3,Creative Writing,108,Short Story Writing,nemotron-4-340b-instruct,gpt-4o-2024-05-13,model_b
21ad3b6eae17477ba3513948b357efd1,5,Naming Ideas,129,Car Comparisons and Specifications,mixtral-8x22b-instruct-v0.1,yi-large,tie (bothbad)
d88f52f7010142a7ac072402e35ef045,0,Tech Programming,44,Python Package Management,claude-3-haiku-20240307,gemma-2-9b-it,model_b
97eb1563920440eb804b0bc93bf6a739,2,Puzzles & Analysis,46,Object Movement and Positioning,gemini-1.5-pro-api-0514,gpt-4-0125-preview,model_a
735beb86220d4bec91dac83b7a6890a2,0,Tech Programming,4,Web Development Challenges and Solutions,athene-70b-0725,claude-3-5-sonnet-20240620,model_b
60510a77b6604c3d94363e811bc7ee34,3,Creative Writing,30,Fictional Narratives with Sensation Focus,gpt-4o-mini-2024-07-18,claude-3-5-sonnet-20240620,tie
ab64394c4e504744a5f82e9a69c202cb,1,Diverse Subjects,88,Personal Finance Strategies,deepseek-v2-api-0628,gemini-1.5-pro-exp-0801,model_b
8b5a4eeb447949e399f77d30c8f2e14d,0,Tech Programming,72,Pine Script Trading Strategies,gemma-2-27b-it,reka-core-20240501,tie
df56b4b69f7e4164a600082ccea1042a,-1,Miscellaneous,124,Agricultural Practices and Plant Care,qwen2-72b-instruct,reka-core-20240722,model_b
86613534754e4c4ea1d710ed330dc6ca,1,Diverse Subjects,1,Professional Communication and Career Development,mistral-large-2402,gpt-4-0125-preview,model_a
7629a0b73bbb4e2bbe02526b7a451c90,0,Tech Programming,74,Competitive Programming Challenges,command-r,phi-3-small-8k-instruct,model_b
88679e0d57524848b1e01e8da4371a8a,0,Tech Programming,65,Audio Technology and Equipment,reka-flash-preview-20240611,gpt-3.5-turbo-0125,model_a
41f8845fa6084d4e80574a93e1e0d59c,0,Tech Programming,72,Pine Script Trading Strategies,command-r-plus,qwen2-72b-instruct,model_b
3ff859e96ec04168ba842cfc58f5e71c,1,Diverse Subjects,9,Copywriting for Educational and Service Promotions,yi-large,deepseek-coder-v2,model_b
344fcbb2de134332a67daf73aedd4608,0,Tech Programming,39,Java Programming Techniques,reka-core-20240722,claude-3-5-sonnet-20240620,tie (bothbad)
0ae28817128048418749a4d80a4570a2,1,Diverse Subjects,28,Pets and Animal Care,gpt-4-0125-preview,gpt-4o-2024-08-06,model_b
3b12bad43fde4c2cad795abf8dcba8c1,8,Philosophical Ethics,103,Meaning of Life,gemma-2-9b-it,claude-3-opus-20240229,model_a
96ef057adebc40d8acb40d6687656e34,3,Creative Writing,93,4chan Greentext Stories,qwen2-72b-instruct,gpt-4o-2024-05-13,model_b
1544209a15ac46dc94be8b77b5dc4069,6,Language Translation,98,Polish Language and Culture,gemma-2-9b-it,phi-3-small-8k-instruct,tie
aab40494539c42a2b16bb36479fb5a04,7,Information Queries,119,Movie Inquiries and Recommendations,gemini-1.5-pro-api-0514,chatgpt-4o-latest,model_b
78f5505ab2714a08bd3a7ae722dfa58a,2,Puzzles & Analysis,34,Quantum Physics Simplified,claude-3-5-sonnet-20240620,gemini-1.5-pro-api-0514,model_b
4f28be841dfc474093fbf0902cd92ae6,1,Diverse Subjects,1,Professional Communication and Career Development,athene-70b-0725,yi-large-preview,model_a
1a6c7595da004e04aa2831c0bd377920,4,AI Systems,29,AI Prompt Engineering and Task Management,llama-3-8b-instruct,gpt-4o-mini-2024-07-18,tie (bothbad)
e6b22837749e44ce8cad22838e2a1a6a,-1,Miscellaneous,8,Joke Requests,gemini-1.5-flash-api-0514,claude-3-5-sonnet-20240620,tie (bothbad)
8a7158eef52c4023802e964cf6036ea4,6,Language Translation,51,Vietnamese Translation Requests,mixtral-8x7b-instruct-v0.1,claude-3-opus-20240229,model_a
de0292ff3fbe4ffa833de9b2c947640e,3,Creative Writing,56,Anime Comedy and Ecchi Dialogues,llama-3.1-8b-instruct,gpt-4o-mini-2024-07-18,tie
439662e385d64398bacb87c4a9fa32ad,1,Diverse Subjects,88,Personal Finance Strategies,claude-3-opus-20240229,gemini-1.5-flash-api-0514,model_b
d2c6527a47c949658cddce55ad394fc2,1,Diverse Subjects,1,Professional Communication and Career Development,gemini-1.5-pro-api-0514,claude-3-5-sonnet-20240620,model_b
7423a2c0500d4d62a52e71fa02d0e8c9,-1,Miscellaneous,53,Network Configuration and Troubleshooting,mistral-large-2402,claude-3-haiku-20240307,model_a
6e02f0c87345438282ad1cd535e5620b,4,AI Systems,118,Information Systems Development and AI Integration,deepseek-v2-api-0628,claude-3-5-sonnet-20240620,tie (bothbad)
644fa1f2bf104beba6f22cec93a934bf,-1,Miscellaneous,5,Letter Counting in Words,gpt-4o-2024-08-06,llama-3.1-8b-instruct,tie (bothbad)
55ea2a729f1a48c49d57fc54ce80f1e9,2,Puzzles & Analysis,0,Mathematics Problem Solving,claude-3-opus-20240229,nemotron-4-340b-instruct,tie (bothbad)
eeae481992c94c5a92168b636f39624d,0,Tech Programming,13,SQL Query Troubleshooting,dbrx-instruct-preview,gemini-1.5-flash-api-0514,model_b
3bd5d14f814644f7ae15ce87a9654c13,1,Diverse Subjects,77,Education and Academic Planning,deepseek-coder-v2,nemotron-4-340b-instruct,tie (bothbad)
e133ea60a25e4043a0ebd7d9e59359c8,4,AI Systems,29,AI Prompt Engineering and Task Management,gpt-4o-mini-2024-07-18,chatgpt-4o-latest,model_b
